CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
201,MONTELUKAST TABLETAS 10 MG 20 PCS INHALST,1.0,2022-01-01,24,1.0
224,DEXTROMETORFANO  GUAIFENESINA JARABE INFANTIL 120 ML DEBEQUIN C,3.0,2022-01-01,24,3.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,1.0,2022-01-01,24,1.0
296,LEVONORGESTREL  ETINILESTRADIOL TABLETAS 015 MG 003 MG 28 PZ,1.0,2022-01-01,24,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-01,24,2.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,6.0,2022-01-01,24,6.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-01-01,24,1.0
9778,MIEL DE AGAVE,1.0,2022-01-01,24,1.0
S010,AGUA CIEL 1.0 LT,3.0,2022-01-01,24,3.0
S011,AGUA CIEL 1.5 LT ,1.0,2022-01-01,24,1.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,4.0,2022-01-02,24,4.0
201,MONTELUKAST TABLETAS 10 MG 20 PCS INHALST,1.0,2022-01-02,24,1.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,3.0,2022-01-02,24,3.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-02,24,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-02,24,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,21.0,2022-01-02,24,21.0
513,MICONAZOL TUBO 20 G  2%,1.0,2022-01-02,24,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,1.0,2022-01-02,24,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-02,24,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-02,24,1.0
777,ELECTROLITOS ORALES SABOR MORA AZUL,1.0,2022-01-02,24,1.0
S009,AGUA CIEL 600 ML,4.0,2022-01-02,24,4.0
S010,AGUA CIEL 1.0 LT,2.0,2022-01-02,24,2.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,5.0,2022-01-03,24,5.0
224,DEXTROMETORFANO  GUAIFENESINA JARABE INFANTIL 120 ML DEBEQUIN C,1.0,2022-01-03,24,1.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-03,24,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-03,24,3.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,5.0,2022-01-03,24,5.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-03,24,1.0
513,MICONAZOL TUBO 20 G  2%,1.0,2022-01-03,24,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,3.0,2022-01-03,24,3.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,1.0,2022-01-03,24,1.0
772,ELECTROLITOS ORALES SABOR COCO,8.0,2022-01-03,24,2.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-01-03,24,1.0
803,SILDENAFIL 100 M C10,3.0,2022-01-03,24,3.0
9079,GLUCOSAMINA  CONDOITRINA  ÁCIDO ASCÓRBICO COMPRIMIDOS 30 PZ FLEXTRIN,1.0,2022-01-03,24,1.0
9080,QUERYABA G  EXTRACTO DE HOJAS DE ESPINHEIRA SANTA  EXTRACTO DE GUAYABA 60 TABLETAS  545 MG CU ,1.0,2022-01-03,24,1.0
9180,DIET VITAL  SABOR FRESA 500 G  0% AZUCAR,1.0,2022-01-03,24,1.0
9363,GERAMIN ELIXIR JALEA REAL  VITAMINAS  MINERALES ELIXIR 340 ML ,1.0,2022-01-03,24,1.0
9476,MONAR MIEL  MIEL  VITAMINA C  EUCALIPTO  PROPÓLEO  EXTRACTO DE MENTOL  EXTRACTO DE CEBOLLA  EXTRACTO DE LIMÓN,2.0,2022-01-03,24,2.0
9485,MONARLINE TABLETAS LCARNITINA  ALCACHOFA,1.0,2022-01-03,24,1.0
9778,MIEL DE AGAVE,3.0,2022-01-03,24,3.0
9786,URBADOL  GEL 80 GR,1.0,2022-01-03,24,1.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,1.0,2022-01-04,24,1.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,1.0,2022-01-04,24,1.0
395,IVERMECTINA TABLETAS 6 MG 2 PZ IVEXTERM,1.0,2022-01-04,24,1.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-04,24,2.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,5.0,2022-01-04,24,5.0
409,JERINGA 03 ML PEDIATRICA AZUL PLASTICO DESECHABLE,2.0,2022-01-04,24,2.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,7.0,2022-01-04,24,7.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-04,24,1.0
435,KETOTIFENO SOLUCIÓN 120 ML  20 MG KERAFFLER,1.0,2022-01-04,24,1.0
486,CLORURO DE BENZALCONIO 40 ML 0133 G MERTODOL BLANCO,1.0,2022-01-04,24,1.0
513,MICONAZOL TUBO 20 G  2%,3.0,2022-01-04,24,3.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-04,24,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-04,24,1.0
9476,MONAR MIEL  MIEL  VITAMINA C  EUCALIPTO  PROPÓLEO  EXTRACTO DE MENTOL  EXTRACTO DE CEBOLLA  EXTRACTO DE LIMÓN,1.0,2022-01-04,24,1.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-04,24,1.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,2.0,2022-01-05,24,2.0
224,DEXTROMETORFANO  GUAIFENESINA JARABE INFANTIL 120 ML DEBEQUIN C,2.0,2022-01-05,24,2.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,1.0,2022-01-05,24,1.0
409,JERINGA 03 ML PEDIATRICA AZUL PLASTICO DESECHABLE,3.0,2022-01-05,24,3.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,7.0,2022-01-05,24,7.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-05,24,3.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-01-05,24,1.0
9080,QUERYABA G  EXTRACTO DE HOJAS DE ESPINHEIRA SANTA  EXTRACTO DE GUAYABA 60 TABLETAS  545 MG CU ,1.0,2022-01-05,24,1.0
9561,QUERYABA  EXTRACTO DE GUAYABA 30 TABLETAS DE 500 MG ,1.0,2022-01-05,24,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-05,24,2.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-05,24,1.0
S011,AGUA CIEL 1.5 LT ,1.0,2022-01-05,24,1.0
13,ACEITE DE OLIVO  ACEITE MINERAL FRASCO 60 ML,1.0,2022-01-06,24,1.0
150,CEFACLOR SUSPENSIÓN 250 MG CEFLACID,2.0,2022-01-06,24,2.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,1.0,2022-01-06,24,1.0
