CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
160,CEFOTEXIMA 500MG INYECTABLE,2.0,2022-01-01,26,2.0
S009,AGUA CIEL 600 ML,2.0,2022-01-01,26,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-01,26,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-02,26,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,5.0,2022-01-02,26,5.0
S009,AGUA CIEL 600 ML,1.0,2022-01-02,26,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-02,26,1.0
241,CUBRE BOCAS PLISADO,9.0,2022-01-03,26,9.0
5,ACICLOVIR TABLETAS 200 MG 25 PZ MACLOV,1.0,2022-01-03,26,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-03,26,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-03,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-03,26,2.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-03,26,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-03,26,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-04,26,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-05,26,1.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-05,26,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-05,26,1.0
9487,MONARFIBER SALVADO DE TRIGO  LINAZA POLVO,1.0,2022-01-06,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-06,26,2.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-07,26,1.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-07,26,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-07,26,1.0
9781,SUPRA  V TABS C72 CAPSULAS,1.0,2022-01-07,26,1.0
S009,AGUA CIEL 600 ML,1.0,2022-01-07,26,1.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-07,26,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-08,26,1.0
727,VENDA ELÁSTICA 07 CM X 5 M,3.0,2022-01-08,26,3.0
S009,AGUA CIEL 600 ML,2.0,2022-01-08,26,2.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-01-08,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-08,26,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-09,26,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-09,26,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-09,26,1.0
S009,AGUA CIEL 600 ML,1.0,2022-01-09,26,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-10,26,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-10,26,3.0
9781,SUPRA  V TABS C72 CAPSULAS,1.0,2022-01-10,26,1.0
S009,AGUA CIEL 600 ML,3.0,2022-01-10,26,3.0
S010,AGUA CIEL 1.0 LT,2.0,2022-01-10,26,2.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,2.0,2022-01-10,26,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-10,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-10,26,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-11,26,1.0
S009,AGUA CIEL 600 ML,4.0,2022-01-11,26,4.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-11,26,1.0
5,ACICLOVIR TABLETAS 200 MG 25 PZ MACLOV,2.0,2022-01-12,26,2.0
S009,AGUA CIEL 600 ML,2.0,2022-01-12,26,2.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-12,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-12,26,1.0
266,CEFIXIMA SUSPENSIÓN 100 MG  5 ML BENEVENTOL,1.0,2022-01-13,26,1.0
S009,AGUA CIEL 600 ML,4.0,2022-01-13,26,4.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-13,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-13,26,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-14,26,2.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,8.0,2022-01-14,26,2.0
9039,TE YERBABUENA SOBRES 36 PZ,1.0,2022-01-14,26,1.0
S009,AGUA CIEL 600 ML,3.0,2022-01-14,26,3.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-14,26,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-15,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-15,26,2.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-16,26,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-16,26,1.0
9033,COLÁGENO HIDROLIZADO MANZANA VITAMINA E  EXTRACTO  OMEGA 369  HIERRO  CALCIO 1100 KG ,1.0,2022-01-16,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-16,26,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-16,26,1.0
266,CEFIXIMA SUSPENSIÓN 100 MG  5 ML BENEVENTOL,1.0,2022-01-17,26,1.0
477,MEBENDAZOL TABLETAS 100 MG 6 PZ FANCIADAZOL,2.0,2022-01-17,26,2.0
727,VENDA ELÁSTICA 07 CM X 5 M,1.0,2022-01-17,26,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-17,26,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-17,26,1.0
9277,GERIASURE VN  VITAMINAS  MINERALES  ÁCIDO FÓLICO  PROTEÍNAS 400 GR SABOR VAINILLA ,1.0,2022-01-17,26,1.0
9487,MONARFIBER SALVADO DE TRIGO  LINAZA POLVO,1.0,2022-01-17,26,1.0
S009,AGUA CIEL 600 ML,3.0,2022-01-17,26,3.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-17,26,1.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-18,26,1.0
727,VENDA ELÁSTICA 07 CM X 5 M,5.0,2022-01-18,26,5.0
9031,COLÁGENO HIDROLIZADO UVA   VITAMINA E  EXTRACTO  OMEGA 369  HIERRO  CALCIO SABOR UVA 1100 KG ,1.0,2022-01-18,26,1.0
9213,GLUOART  CALCIO  GLUCOSAMINA  CONDOITRINA CAPSULAS ,1.0,2022-01-18,26,1.0
S009,AGUA CIEL 600 ML,1.0,2022-01-18,26,1.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-18,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-18,26,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-19,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-19,26,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-19,26,1.0
9023,ARICOF  EXTRACTO DE HEDERA HELIX  JUGO DE ARÁNDANO  EXTRACTO DE BUGAMBILIA  MIEL JARABE 120 ML ,1.0,2022-01-20,26,1.0
S009,AGUA CIEL 600 ML,1.0,2022-01-20,26,1.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-20,26,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-20,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-20,26,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-21,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-21,26,2.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-21,26,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-21,26,1.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-22,26,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-22,26,1.0
9162,CHICLES FLAVONO  GOMA BASE  TÉ VERDE 5 ,1.0,2022-01-22,26,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-22,26,2.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-01-22,26,1.0
266,CEFIXIMA SUSPENSIÓN 100 MG  5 ML BENEVENTOL,1.0,2022-01-23,26,1.0
770,ELECTROLITOS ORALES SABOR FRESA,8.0,2022-01-23,26,2.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-23,26,1.0
S009,AGUA CIEL 600 ML,3.0,2022-01-23,26,3.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-23,26,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-23,26,1.0
131,CEFTIBUTENO CAPSULA 400MG C5,1.0,2022-01-24,26,1.0
241,CUBRE BOCAS PLISADO,7.0,2022-01-24,26,7.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-24,26,1.0
554,NORFLOXACINA TABLETAS 400 MG 20 PCS NORQUINOL,1.0,2022-01-24,26,1.0
770,ELECTROLITOS ORALES SABOR FRESA,10.0,2022-01-24,26,4.0
