CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,2.0,2022-01-01,35,2.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,1.0,2022-01-01,35,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-01,35,2.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,21.0,2022-01-01,35,21.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,2.0,2022-01-01,35,2.0
471,LOSARTÁN TABLETAS 50 MG 30 PZ,1.0,2022-01-01,35,1.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,2.0,2022-01-01,35,2.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,2.0,2022-01-01,35,2.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,2.0,2022-01-01,35,2.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,6.0,2022-01-01,35,6.0
599,PARACETAMOL TABLETAS 750 MG 10 PZ PORTEM,1.0,2022-01-01,35,1.0
623,PRUEBA DE EMBARAZO INTIMED,1.0,2022-01-01,35,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-01,35,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-01,35,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,2.0,2022-01-01,35,2.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-01,35,1.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,1.0,2022-01-01,35,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,4.0,2022-01-01,35,4.0
893,CUBRE BOCA TRICAPA PLISADO TERMOSELLADO,24.0,2022-01-01,35,24.0
9476,MONAR MIEL  MIEL  VITAMINA C  EUCALIPTO  PROPÓLEO  EXTRACTO DE MENTOL  EXTRACTO DE CEBOLLA  EXTRACTO DE LIMÓN,3.0,2022-01-01,35,3.0
105,BICARBONATO DE SODIO PURO 100 GR,1.0,2022-01-02,35,1.0
141,CAPTOPRIL TABLETAS 25 MG 030 PZ BRUCAP,1.0,2022-01-02,35,1.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,1.0,2022-01-02,35,1.0
261,DICLOFENAC  COMPLEJO VITAMÍNICO B TABLETAS 50 MG 30 PZ DICLOFENACO  COMPLEJO B,5.0,2022-01-02,35,5.0
358,GUANTE BLANCO MEDIANO,8.0,2022-01-02,35,8.0
414,JERINGA 05 ML VERDE PLÁSTICO DESECHABLE,10.0,2022-01-02,35,10.0
471,LOSARTÁN TABLETAS 50 MG 30 PZ,4.0,2022-01-02,35,4.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,1.0,2022-01-02,35,1.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,1.0,2022-01-02,35,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,11.0,2022-01-02,35,11.0
599,PARACETAMOL TABLETAS 750 MG 10 PZ PORTEM,1.0,2022-01-02,35,1.0
617,CONDONES PUCC,1.0,2022-01-02,35,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-02,35,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-02,35,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,8.0,2022-01-02,35,2.0
827,GEL ANTIBACTERIAL  DE 60 ML,1.0,2022-01-02,35,1.0
85,AZITROMICINA TABLETAS 500 MG 3 PZ ZERTALIN,1.0,2022-01-02,35,1.0
893,CUBRE BOCA TRICAPA PLISADO TERMOSELLADO,50.0,2022-01-02,35,50.0
