CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-01,4,1.0
235,DICLOFENACO 50MG C20 TABLETA,2.0,2022-01-03,4,2.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-03,4,1.0
S029,FANTA NARANJA 500ML,1.0,2022-01-03,4,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,3.0,2022-01-04,4,3.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-04,4,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-04,4,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-05,4,1.0
S036,SPRITE 500 ML NR,2.0,2022-01-05,4,2.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-05,4,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,2.0,2022-01-06,4,2.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-06,4,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,2.0,2022-01-06,4,2.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-07,4,2.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,2.0,2022-01-07,4,2.0
S029,FANTA NARANJA 500ML,1.0,2022-01-07,4,1.0
235,DICLOFENACO 50MG C20 TABLETA,1.0,2022-01-08,4,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-08,4,1.0
S029,FANTA NARANJA 500ML,1.0,2022-01-08,4,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-09,4,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,2.0,2022-01-10,4,2.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-10,4,2.0
S029,FANTA NARANJA 500ML,1.0,2022-01-10,4,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-11,4,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-11,4,1.0
S036,SPRITE 500 ML NR,1.0,2022-01-11,4,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-12,4,3.0
873,TESTALINK GEL 250G,1.0,2022-01-12,4,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-12,4,1.0
S029,FANTA NARANJA 500ML,1.0,2022-01-12,4,1.0
S036,SPRITE 500 ML NR,1.0,2022-01-12,4,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,30.0,2022-01-13,4,30.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,3.0,2022-01-13,4,3.0
879,REGRIPAX CAPSULAS C60,1.0,2022-01-13,4,1.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-13,4,1.0
S036,SPRITE 500 ML NR,1.0,2022-01-13,4,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-14,4,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-14,4,2.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-15,4,2.0
S029,FANTA NARANJA 500ML,2.0,2022-01-15,4,2.0
S036,SPRITE 500 ML NR,2.0,2022-01-15,4,2.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-15,4,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,1.0,2022-01-17,4,1.0
584,OMEPRAZOL CAPSULAS 40 MG 007 PZ MORNIN,1.0,2022-01-17,4,1.0
