CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
103,BETAMETASONA  CLOTRIMAZOL  GENTAMICINA CREMA 30 G BARMICIL COMPUESTO,11.0,2022-01-01,22,11.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,3.0,2022-01-01,22,3.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-01,22,1.0
141,CAPTOPRIL TABLETAS 25 MG 030 PZ BRUCAP,1.0,2022-01-01,22,1.0
169,CIPROFLOXACINA TABLETAS 500 MG 12 PZ KENZOFLEX,1.0,2022-01-01,22,1.0
183,CLORANFENICOL SOLUCIÓN OFTÁLMICA GOTERO 10 ML CLORANFENICOL,1.0,2022-01-01,22,1.0
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,1.0,2022-01-01,22,1.0
198,COMPLEJO VITAMÍNICO B  PIRIDOXINA  CIANOCOBALAMINA F30 TABLETAS TRIBEDOCE,1.0,2022-01-01,22,1.0
227,DEXAMETASONA AMPOLLETAS 8 MG  2 ML 1 PZ,1.0,2022-01-01,22,1.0
228,DEXAMETASONA  NEOMICINA  FENILEFRINA GOTERO NASAL 15 ML,1.0,2022-01-01,22,1.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,11.0,2022-01-01,22,11.0
261,DICLOFENAC  COMPLEJO VITAMÍNICO B TABLETAS 50 MG 30 PZ DICLOFENACO  COMPLEJO B,1.0,2022-01-01,22,1.0
262,DICLOFENAC  COMPLEJO VITAMÍNICO B AMPOLLETAS 1 Y 2ML 3 JERINGAS CON AGUJA ESTÉRIL VITAMINA FORTE,1.0,2022-01-01,22,1.0
27,ALGODÓN 25 GR,2.0,2022-01-01,22,2.0
317,ALCOHOL 250 ML DESNATURALIZADO,1.0,2022-01-01,22,1.0
337,GASA DE ALGODÓN 10 X 10 CM SIMPLE,10.0,2022-01-01,22,10.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,5.0,2022-01-01,22,5.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-01,22,2.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,1.0,2022-01-01,22,1.0
455,LORATADINA  AMBROXOL TABLETAS 30 MG 10 PZ CLIONAXOL,2.0,2022-01-01,22,2.0
471,LOSARTÁN TABLETAS 50 MG 30 PZ,3.0,2022-01-01,22,3.0
480,MECLIZINA  PIRIDOXINA TABLETAS 25 MG 50 MG 12 PZ VOREMI,1.0,2022-01-01,22,1.0
502,METOCLOPRAMIDA TABLETAS 10 MG 20 PCS,1.0,2022-01-01,22,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,1.0,2022-01-01,22,1.0
522,MAGALDRATO  DIMETICONA GEL 1G 8G  CON 250ML GRALOXEN,2.0,2022-01-01,22,2.0
553,NAPROXENO TABLETAS 500 MG 10 PCS BRUPOXEN,2.0,2022-01-01,22,2.0
586,OMEPRAZOL CAPSULAS 20 MG 120 PZ ALBOZ,3.0,2022-01-01,22,3.0
593,PAROXETINA TABLETAS 20 MG 10 PZ ONTRACEL,1.0,2022-01-01,22,1.0
595,PANTOPRAZOL TABLETAS 40 MG 14 PZ POPRAM,1.0,2022-01-01,22,1.0
598,PARACETAMOL TABLETAS 500 MG 10 PZ QUITADOL,9.0,2022-01-01,22,9.0
608,PIROXICAM TABLETAS 20 MG 20 PZ BRUCAM,1.0,2022-01-01,22,1.0
617,CONDONES PUCC,1.0,2022-01-01,22,1.0
683,TELA ADHESIVA 1 ROLLO 125 CM X 100 CM,1.0,2022-01-01,22,1.0
727,VENDA ELÁSTICA 07 CM X 5 M,1.0,2022-01-01,22,1.0
728,VENDA ELÁSTICA 30 CM X 5 M,3.0,2022-01-01,22,3.0
748,KETOROLACO  TRAMADOL AMPOLLETAS 1 ML 10 MG  25 MG 3 PZ MAVIDOL TR,1.0,2022-01-01,22,1.0
800,IBUPROFENO DE 600 ML CON 10 TAB,1.0,2022-01-01,22,1.0
872,MLPRIM METOCARBAMOLIBUPROFENO  375MG200 MG,1.0,2022-01-01,22,1.0
9066,ANIMALÍN GOMITAS  VITAMINA C 74  225 G ,1.0,2022-01-01,22,1.0
9147,CARNITINA 500  DIÓXIDO DE SILICIO  ESTEARATO DE MAGNESIO  GLICOLATO SÓDICO DE ALMIDÓN 30 CÁPSULAS  850 MG CU,1.0,2022-01-01,22,1.0
92,AMANTADINA  CLORFENIRAMINA  PARACETAMOL CAPSULAS 24 PZ ROSEL,3.0,2022-01-01,22,3.0
9229,VARON GUM  EXTRACTO DE MACA  JALEA REAL  EXTRACTO DE GUARANÁ 2 CHICLES,1.0,2022-01-01,22,1.0
9481,MONAR CALM  7 AZAHARES  LÚPULO  PASIFLORA  VALERIANA  TILA  TUMBAVAQUERO CAPSULAS 500 MG 36 PZ ,1.0,2022-01-01,22,1.0
9488,HORNYSEX,1.0,2022-01-01,22,1.0
9531,MAXI B GS  COMPLEJO B  GINSENG  MULTIVITAMÍNICO  VITAMINAS CÁPSULAS 570 MG 30 PZ ,2.0,2022-01-01,22,2.0
9791,SUPRA  ACIDO HIALURONICO AOX FRUTOS ROJOS  11 KG,1.0,2022-01-01,22,1.0
C0044,KIT DE PRUEBA DE ANTICUERPOS COVID19 (SARSCOV2),1.0,2022-01-01,22,1.0
S009,AGUA CIEL 600 ML,5.0,2022-01-01,22,5.0
S010,AGUA CIEL 1.0 LT,4.0,2022-01-01,22,4.0
S011,AGUA CIEL 1.5 LT ,2.0,2022-01-01,22,2.0
S013,COCACOLA 235 ML NRV 235 ML NO RETONABLE VIDRIO ,5.0,2022-01-01,22,5.0
S026,DEL VALLE MZA 413ML NRV NECTAR 413 ML,1.0,2022-01-01,22,1.0
S028,COCACOLA 450 ML NR PET,4.0,2022-01-01,22,4.0
S036,SPRITE 500 ML NR,1.0,2022-01-01,22,1.0
100,BENZONATATO CAPSULAS 100 MG 20 PZ TEXOVEN,2.0,2022-01-02,22,2.0
103,BETAMETASONA  CLOTRIMAZOL  GENTAMICINA CREMA 30 G BARMICIL COMPUESTO,20.0,2022-01-02,22,20.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,2.0,2022-01-02,22,2.0
166,CIPROFLOXACINA  HIDROCORTISONA  LIDOCAÍNA SUSPENSIÓN OTICA GOTERO 10 ML PHENDEX,1.0,2022-01-02,22,1.0
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,8.0,2022-01-02,22,8.0
191,CLOTRIMAZOL CREMA 30 GR,2.0,2022-01-02,22,2.0
198,COMPLEJO VITAMÍNICO B  PIRIDOXINA  CIANOCOBALAMINA F30 TABLETAS TRIBEDOCE,1.0,2022-01-02,22,1.0
227,DEXAMETASONA AMPOLLETAS 8 MG  2 ML 1 PZ,2.0,2022-01-02,22,2.0
234,DICLOFENACO TABLETAS 100 MG 20 PZ NEDICLON,7.0,2022-01-02,22,7.0
236,DICLOFENAC AMPOLLETAS 3 ML  75 MG 2 PZ VOLFENAC INYECTABLE,3.0,2022-01-02,22,3.0
244,DEFLAZACORT TABLETAS 6 MG 20 PZ,4.0,2022-01-02,22,4.0
26,ALGODÓN 50 GR ABSORBENT COTTON,1.0,2022-01-02,22,1.0
261,DICLOFENAC  COMPLEJO VITAMÍNICO B TABLETAS 50 MG 30 PZ DICLOFENACO  COMPLEJO B,2.0,2022-01-02,22,2.0
