CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-01,29,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-01,29,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-01,29,1.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,4.0,2022-01-03,29,4.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-03,29,2.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,2.0,2022-01-03,29,2.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-03,29,1.0
772,ELECTROLITOS ORALES SABOR COCO,8.0,2022-01-03,29,2.0
9162,CHICLES FLAVONO  GOMA BASE  TÉ VERDE 5 ,2.0,2022-01-03,29,2.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-04,29,2.0
675,ELECTROLITOS ORALES PEDIÁTRICO SABOR FRESA 300 ML SOLURAL,1.0,2022-01-04,29,1.0
777,ELECTROLITOS ORALES SABOR MORA AZUL,1.0,2022-01-04,29,1.0
9019,ACTI KROLL  INFANTIL JALEA REAL  ÁCIDO GLUTÁMICO  VITAMINAS JARABE 250 ML ,1.0,2022-01-04,29,1.0
255,DEXAMETASONA AMPOLLETAS 8 MG  2 ML 3 PZ METAX,1.0,2022-01-05,29,1.0
313,FLUOCINOLONA  NEOMICINA TUBO 40 G NEODERMF,1.0,2022-01-05,29,1.0
365,BETAMETASONA INDOMETACINA GEL TRADITOR,1.0,2022-01-05,29,1.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,1.0,2022-01-05,29,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-05,29,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-05,29,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,8.0,2022-01-05,29,2.0
407,JERINGA 10 ML NEGRA PLÁSTICO DESECHABLE,9.0,2022-01-06,29,9.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-06,29,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-06,29,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-06,29,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-06,29,1.0
9032,COLÁGENO HIDROLIZADO BLUE BERRY VITAMINA E  EXTRACTO  OMEGA 369  HIERRO 1100 KG,1.0,2022-01-06,29,1.0
255,DEXAMETASONA AMPOLLETAS 8 MG  2 ML 3 PZ METAX,1.0,2022-01-07,29,1.0
285,GUAIFENESINA  FENILEFRINA  DEXTROMETORFANO PEDIÁTRICO GOTAS 30ML 50G025G050G EXALVER R,1.0,2022-01-07,29,1.0
772,ELECTROLITOS ORALES SABOR COCO,8.0,2022-01-07,29,2.0
9074,BIOFLX  CONDOITRINA  GLUCOSAMINA  MSM 60 COMPRIMIDOS 500MG ,1.0,2022-01-07,29,1.0
91,AMBROXOL  LEVODROPROPIZINA SOLUCIÓN 300MG  600MG DIZOLVINFLUX,1.0,2022-01-07,29,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,4.0,2022-01-08,29,4.0
468,LORATADINA  FENILEFRINA JARABE ADULTO 200 M G  100 MG 120 ML LARITOL D,1.0,2022-01-08,29,1.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-08,29,2.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-09,29,2.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,2.0,2022-01-10,29,2.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,4.0,2022-01-10,29,4.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,20.0,2022-01-10,29,20.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,20.0,2022-01-10,29,20.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-10,29,2.0
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,1.0,2022-01-10,29,1.0
675,ELECTROLITOS ORALES PEDIÁTRICO SABOR FRESA 300 ML SOLURAL,1.0,2022-01-10,29,1.0
676,ELECTROLITOS ORALES PEDIÁTRICO SABOR MANZANA 300 ML SOLURAL,1.0,2022-01-10,29,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-10,29,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-10,29,1.0
9033,COLÁGENO HIDROLIZADO MANZANA VITAMINA E  EXTRACTO  OMEGA 369  HIERRO  CALCIO 1100 KG ,1.0,2022-01-10,29,1.0
9809,PROBIOTICOS CAPSULAS DE 500 MG CU,1.0,2022-01-10,29,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-11,29,1.0
675,ELECTROLITOS ORALES PEDIÁTRICO SABOR FRESA 300 ML SOLURAL,1.0,2022-01-11,29,1.0
9285,BACAOVIT ELIXIR  ACEITE DE HÍGADO DE BACALAO  VITAMINAS  MINERALES 340 ML ,1.0,2022-01-11,29,1.0
9783,SUPRA CELL COLAGENO GRANADA Y ZARZAMORA,1.0,2022-01-11,29,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-12,29,2.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-12,29,1.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-12,29,2.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,1.0,2022-01-12,29,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-12,29,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,8.0,2022-01-12,29,2.0
777,ELECTROLITOS ORALES SABOR MORA AZUL,1.0,2022-01-12,29,1.0
48,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR SUSPENSIÓN 125 MG GIMACLAV,1.0,2022-01-13,29,1.0
9038,COLÁGENO HIDROLIZADO SABOR JAMAICA 1100 KG VITAMINA E  EXTRACTO  HIERRO  OMEGA 369  CALCIO,1.0,2022-01-13,29,1.0
9254,DINAMAX JUNIOR  JALEA REAL  VITAMINAS  MINERALES JARABE 250 ML ,1.0,2022-01-13,29,1.0
9792,SUPRA INMUNOX C72 CAPSULAS,1.0,2022-01-13,29,1.0
9804,MONAR KIDS,1.0,2022-01-13,29,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,3.0,2022-01-14,29,3.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,2.0,2022-01-15,29,2.0
9022,RÁBANO YODADO  VITAMINAS  MINERALES 340 ML  SUPLEMENTO ALIMENTICIO LÍQUIDO SABOR CANELA ,2.0,2022-01-15,29,2.0
283,PARACETAMOL  FENILEFRINA  DEXTROMETORFANO JARABE INFANTIL 120ML 213G004G010G EXALVER,1.0,2022-01-16,29,1.0
284,PARACETAMOL  FENILEFRINA  DEXTROMETORFANO TABLETAS 500 MG 5 MG 15 MG 10 PZ EXALVER,1.0,2022-01-16,29,1.0
278,DEXTROMETORFANO  GUAIFENESINA INFANTIL FRASCO 120ML 0100G2000G100ML EPICOL,1.0,2022-01-17,29,1.0
