CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
13,ACEITE DE OLIVO  ACEITE MINERAL FRASCO 60 ML,1.0,2022-01-01,36,1.0
794,MULTIAPLICADORES ALGODÓN 100 PZ,1.0,2022-01-01,36,1.0
813,GEL ANTIBACTERIAL DE 160 GR,1.0,2022-01-01,36,1.0
9037,GUVATOX 120 ML JARABE  EXTRACTO DE HEDERA HELIX  EXTRACTO DE BUGAMBILIA,1.0,2022-01-02,36,1.0
9485,MONARLINE TABLETAS LCARNITINA  ALCACHOFA,1.0,2022-01-02,36,1.0
162,CEFTRIAXONA SOLUCIÓN INYECTABLE 1 GR TRIXONA IM,4.0,2022-01-03,36,4.0
64,AMPICILINA TABLETAS 10 G PENTIVER,2.0,2022-01-03,36,2.0
198,COMPLEJO VITAMÍNICO B  PIRIDOXINA  CIANOCOBALAMINA F30 TABLETAS TRIBEDOCE,1.0,2022-01-04,36,1.0
484,MELOXICAM TABLETAS 075 MG 20 PCS AURICAM,2.0,2022-01-04,36,2.0
358,GUANTE BLANCO MEDIANO,10.0,2022-01-05,36,10.0
699,TRIMETOPRIMA  SULFAMETOXAZOL TABLETAS 080 MG  400 MG 20 PCS SULFAWALT,1.0,2022-01-05,36,1.0
783,ACEITE DE AGUACATE 120ML ACEITE VEGETAL ,1.0,2022-01-05,36,1.0
198,COMPLEJO VITAMÍNICO B  PIRIDOXINA  CIANOCOBALAMINA F30 TABLETAS TRIBEDOCE,1.0,2022-01-06,36,1.0
358,GUANTE BLANCO MEDIANO,1.0,2022-01-06,36,1.0
583,OMEPRAZOL AMPOLLETA SOLUCIÓN INYECTABLE 40 MG,1.0,2022-01-06,36,1.0
683,TELA ADHESIVA 1 ROLLO 125 CM X 100 CM,1.0,2022-01-06,36,1.0
9488,HORNYSEX,1.0,2022-01-06,36,1.0
162,CEFTRIAXONA SOLUCIÓN INYECTABLE 1 GR TRIXONA IM,4.0,2022-01-07,36,4.0
171,CISAPRIDA TABLETAS 05 MG 30 PZ NODRIX,1.0,2022-01-07,36,1.0
27,ALGODÓN 25 GR,1.0,2022-01-07,36,1.0
358,GUANTE BLANCO MEDIANO,2.0,2022-01-07,36,2.0
608,PIROXICAM TABLETAS 20 MG 20 PZ BRUCAM,3.0,2022-01-07,36,3.0
198,COMPLEJO VITAMÍNICO B  PIRIDOXINA  CIANOCOBALAMINA F30 TABLETAS TRIBEDOCE,1.0,2022-01-08,36,1.0
9385,HEMOFLAM  CASTAÑO DE INDIAS  HAMAMELIS  SAUCO GEL 35 GR ,1.0,2022-01-08,36,1.0
162,CEFTRIAXONA SOLUCIÓN INYECTABLE 1 GR TRIXONA IM,10.0,2022-01-10,36,10.0
198,COMPLEJO VITAMÍNICO B  PIRIDOXINA  CIANOCOBALAMINA F30 TABLETAS TRIBEDOCE,1.0,2022-01-11,36,1.0
415,JERINGA PLÁSTICO DESECHABLE INSULINA 5 ML,4.0,2022-01-11,36,4.0
