CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,1.0,2022-01-01,5,1.0
185,CLORFENAMINA TABLETAS 4 MG 20 PZ DOCSI,1.0,2022-01-01,5,1.0
471,LOSARTÁN TABLETAS 50 MG 30 PZ,2.0,2022-01-01,5,2.0
586,OMEPRAZOL CAPSULAS 20 MG 120 PZ ALBOZ,1.0,2022-01-01,5,1.0
592,OMEPRAZOL CAPSULAS 20 MG 060 PZ ALBOZ,1.0,2022-01-01,5,1.0
599,PARACETAMOL TABLETAS 750 MG 10 PZ PORTEM,1.0,2022-01-01,5,1.0
716,TELMISARTÁN TABLETAS 80 MG 14 PZ,1.0,2022-01-01,5,1.0
77,ACECLOFENACO TABLETAS 100MG C 10,1.0,2022-01-01,5,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,8.0,2022-01-01,5,2.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,9.0,2022-01-01,5,3.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-01,5,1.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-01,5,1.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,1.0,2022-01-01,5,1.0
827,GEL ANTIBACTERIAL  DE 60 ML,1.0,2022-01-01,5,1.0
893,CUBRE BOCA TRICAPA PLISADO TERMOSELLADO,20.0,2022-01-01,5,20.0
9106,"BIODERM  HAMAMELIS  VITAMINA  A, E  OXIDO DE ZINC TUBO CON 35 G  CREMA PARA BEBE ",2.0,2022-01-01,5,2.0
9155,GEL TÓPICO SALUDOL  MENTOL  ÁRNICA  CALÉNDULA  SÁBILA 100 G,1.0,2022-01-01,5,1.0
9488,HORNYSEX,1.0,2022-01-01,5,1.0
9707,URBA TOXES  JARABE DE MAÍZ  MIEL DE ABEJA  MENTOL  EUCALIPTO  PROPÓLEO  EQUINÁCEA  GORDOLOBO  CEBOLLA  AJO  LIMÓN  SAUCO  BENZONATO DE SODIO JARABE 240 ML,1.0,2022-01-01,5,1.0
S014,COCACOLA 355 ML NRP,3.0,2022-01-01,5,3.0
S036,SPRITE 500 ML NR,1.0,2022-01-01,5,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-01,5,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,2.0,2022-01-02,5,2.0
192,CLOTRIMAZOL CREMA VAGINAL EURODERM,2.0,2022-01-02,5,2.0
310,FLUCONAZOL 10 TAB 100MG TERPLEX,3.0,2022-01-02,5,3.0
449,LANSOPRAZOL CAPSULAS 15 MG 14 PZ LAFIN,1.0,2022-01-02,5,1.0
471,LOSARTÁN TABLETAS 50 MG 30 PZ,3.0,2022-01-02,5,3.0
524,MAGALDRATO  DIMETICONA GEL C 10 SOBRES GALAVER,1.0,2022-01-02,5,1.0
54,AMOXICILINA CAPSULAS 500 MG 12 PZ DIMOPEN,2.0,2022-01-02,5,2.0
728,VENDA ELÁSTICA 30 CM X 5 M,1.0,2022-01-02,5,1.0
734,VENDA ELÁSTICA 15 CM X 5 M,2.0,2022-01-02,5,2.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,2.0,2022-01-02,5,2.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-02,5,1.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,2.0,2022-01-02,5,2.0
871,CVYM TABLETAS C30 1000MG CU,1.0,2022-01-02,5,1.0
893,CUBRE BOCA TRICAPA PLISADO TERMOSELLADO,61.0,2022-01-02,5,61.0
9726,ALIDIA  EXTRACTO DE SEMILLA DE UVA  VITAMINA E TABLETAS 535 MG 45 PZ ,1.0,2022-01-02,5,1.0
S014,COCACOLA 355 ML NRP,3.0,2022-01-02,5,3.0
101,BETAMETASONA SUSPENSIÓN INYECTABLE DISONS DEX,2.0,2022-01-03,5,2.0
157,CEFALEXINA TABLETAS 500 MG 12 PZ CEFALVER,2.0,2022-01-03,5,2.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,1.0,2022-01-03,5,1.0
192,CLOTRIMAZOL CREMA VAGINAL EURODERM,2.0,2022-01-03,5,2.0
385,IBUPROFENO TABLETAS 600 MG 45 PCS ADOPREN,1.0,2022-01-03,5,1.0
412,JERINGA INSULINA 100 UNIDADES PLÁSTICO DESECHABLE,45.0,2022-01-03,5,45.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-03,5,1.0
465,AMBROXOL  LORATADINA SOLUCION 600 MG  100 MG 120 ML LOVARINEX,1.0,2022-01-03,5,1.0
47,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR SUSPENSIÓN 250 MG CLAMOXIN,1.0,2022-01-03,5,1.0
471,LOSARTÁN TABLETAS 50 MG 30 PZ,4.0,2022-01-03,5,4.0
485,MELOXICAM TABLETAS 15 MG 10 PCS AURICAM,1.0,2022-01-03,5,1.0
49,AMOXICILINA  ÁCIDO CLAVULÁNICO 08 HR TABLETAS 500 MG VALCLAN,2.0,2022-01-03,5,2.0
586,OMEPRAZOL CAPSULAS 20 MG 120 PZ ALBOZ,2.0,2022-01-03,5,2.0
592,OMEPRAZOL CAPSULAS 20 MG 060 PZ ALBOZ,2.0,2022-01-03,5,2.0
599,PARACETAMOL TABLETAS 750 MG 10 PZ PORTEM,2.0,2022-01-03,5,2.0
605,PENTOXIFILINA TABLETAS 400 MG 30 PZ DUPLAT,1.0,2022-01-03,5,1.0
676,ELECTROLITOS ORALES PEDIÁTRICO SABOR MANZANA 300 ML SOLURAL,1.0,2022-01-03,5,1.0
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,1.0,2022-01-03,5,1.0
727,VENDA ELÁSTICA 07 CM X 5 M,1.0,2022-01-03,5,1.0
728,VENDA ELÁSTICA 30 CM X 5 M,1.0,2022-01-03,5,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,8.0,2022-01-03,5,2.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,4.0,2022-01-03,5,4.0
776,ELECTROLITOS ORALES SABOR JAMAICA,2.0,2022-01-03,5,2.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,2.0,2022-01-03,5,2.0
827,GEL ANTIBACTERIAL  DE 60 ML,1.0,2022-01-03,5,1.0
893,CUBRE BOCA TRICAPA PLISADO TERMOSELLADO,31.0,2022-01-03,5,31.0
9019,ACTI KROLL  INFANTIL JALEA REAL  ÁCIDO GLUTÁMICO  VITAMINAS JARABE 250 ML ,1.0,2022-01-03,5,1.0
9254,DINAMAX JUNIOR  JALEA REAL  VITAMINAS  MINERALES JARABE 250 ML ,1.0,2022-01-03,5,1.0
9363,GERAMIN ELIXIR JALEA REAL  VITAMINAS  MINERALES ELIXIR 340 ML ,1.0,2022-01-03,5,1.0
9487,MONARFIBER SALVADO DE TRIGO  LINAZA POLVO,28.0,2022-01-03,5,7.0
95,BENCILPENICILINA 1200 000 U SUSPENSIÓN INYECTABLE BENCELIN,3.0,2022-01-03,5,3.0
9738,VITAMINA E500  30 CÁPSULAS 500 MG ,3.0,2022-01-03,5,3.0
