CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-01-01,15,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-01,15,1.0
775,ELECTROLITOS ORALES SABOR UVA,2.0,2022-01-01,15,2.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-01,15,1.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,2.0,2022-01-01,15,2.0
9032,COLÁGENO HIDROLIZADO BLUE BERRY VITAMINA E  EXTRACTO  OMEGA 369  HIERRO 1100 KG,2.0,2022-01-01,15,2.0
9155,GEL TÓPICO SALUDOL  MENTOL  ÁRNICA  CALÉNDULA  SÁBILA 100 G,1.0,2022-01-01,15,1.0
9285,BACAOVIT ELIXIR  ACEITE DE HÍGADO DE BACALAO  VITAMINAS  MINERALES 340 ML ,1.0,2022-01-01,15,1.0
9488,HORNYSEX,2.0,2022-01-01,15,2.0
S009,AGUA CIEL 600 ML,1.0,2022-01-01,15,1.0
S010,AGUA CIEL 1.0 LT,3.0,2022-01-01,15,3.0
S011,AGUA CIEL 1.5 LT ,2.0,2022-01-01,15,2.0
S016,FANTA 600 ML NO RETORNABLE PLASTICO ,1.0,2022-01-01,15,1.0
S018,DELAWARE 600 ML NRP 600 ML NO RETORNABLE PLASTICO ,1.0,2022-01-01,15,1.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-01,15,1.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,2.0,2022-01-02,15,2.0
677,ELECTROLITOS ORALES PEDIÁTRICO SABOR UVA 300 ML SOLURAL,1.0,2022-01-02,15,1.0
731,VENDA ELÁSTICA 10 CM X 5 M,1.0,2022-01-02,15,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,8.0,2022-01-02,15,2.0
775,ELECTROLITOS ORALES SABOR UVA,1.0,2022-01-02,15,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-02,15,1.0
827,GEL ANTIBACTERIAL  DE 60 ML,1.0,2022-01-02,15,1.0
9481,MONAR CALM  7 AZAHARES  LÚPULO  PASIFLORA  VALERIANA  TILA  TUMBAVAQUERO CAPSULAS 500 MG 36 PZ ,1.0,2022-01-02,15,1.0
S011,AGUA CIEL 1.5 LT ,1.0,2022-01-02,15,1.0
154,CEFADROXILO CAPSULAS 500 MG 16 PZ,1.0,2022-01-03,15,1.0
