CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
485,MELOXICAM TABLETAS 15 MG 10 PCS AURICAM,1.0,2022-01-01,14,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,1.0,2022-01-01,14,1.0
715,SUBSALICILATO DE BISMUTO TABLETAS MASTICABLES (262 MG) 24 PZ ITAMOL,1.0,2022-01-01,14,1.0
9531,MAXI B GS  COMPLEJO B  GINSENG  MULTIVITAMÍNICO  VITAMINAS CÁPSULAS 570 MG 30 PZ ,1.0,2022-01-01,14,1.0
116,BUTILHIOSCINA TABLETAS 10 MG 10 PZ BRUPACIL,1.0,2022-01-02,14,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,2.0,2022-01-02,14,2.0
728,VENDA ELÁSTICA 30 CM X 5 M,1.0,2022-01-02,14,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-02,14,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-02,14,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-02,14,1.0
9068,ARNIDOL  ÁRNICA  HAMAMELIS TUBO CON CREMA  35 G ,1.0,2022-01-02,14,1.0
9488,HORNYSEX,1.0,2022-01-02,14,1.0
194,COLCHICINA TABLETAS 1 MG 30 PZ SIXOL,1.0,2022-01-03,14,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,2.0,2022-01-03,14,2.0
76,QUINFAMIDA  ALBENDAZOL SUSPENSIÓN PEDIÁTRICO 10 ML FARMIVER,1.0,2022-01-03,14,1.0
772,ELECTROLITOS ORALES SABOR COCO,9.0,2022-01-03,14,3.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-03,14,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-03,14,1.0
877,ALEVARIN CAPSULAS 16660 MG C45,1.0,2022-01-03,14,1.0
880,ROSAVIT C,1.0,2022-01-03,14,1.0
9066,ANIMALÍN GOMITAS  VITAMINA C 74  225 G ,1.0,2022-01-03,14,1.0
9070,OMEGA 3 PREMIUM,2.0,2022-01-03,14,2.0
223,DEXTROMETORFANO  GUAIFENESINA JARABE ADULTO 120 ML DEBEQUIN C,1.0,2022-01-04,14,1.0
235,DICLOFENACO 50MG C20 TABLETA,2.0,2022-01-04,14,2.0
462,LEVOFLOXACINO TABLETAS DE 750MG 7 PZ PROSXAFLO,1.0,2022-01-04,14,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,2.0,2022-01-04,14,2.0
772,ELECTROLITOS ORALES SABOR COCO,8.0,2022-01-04,14,2.0
9156,PROBIÓTICOS   6 SOBRES LACTIV ,1.0,2022-01-04,14,1.0
9168,DIBENEL  VITAMINAS  ANTIOXIDANTES  MINERALES  OMEGA 3 30 CÁPSULAS DE 094 G CU,1.0,2022-01-04,14,1.0
9290,EUCALIN KID´S JARABE INFANTIL  PROPÓLEO  GORDOLOBO  EXTRACTO DE BUGAMBILIA  EUCALIPTO 240 ML,1.0,2022-01-04,14,1.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,1.0,2022-01-05,14,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,1.0,2022-01-05,14,1.0
553,NAPROXENO TABLETAS 500 MG 10 PCS BRUPOXEN,2.0,2022-01-05,14,2.0
772,ELECTROLITOS ORALES SABOR COCO,8.0,2022-01-05,14,2.0
871,CVYM TABLETAS C30 1000MG CU,1.0,2022-01-05,14,1.0
9385,HEMOFLAM  CASTAÑO DE INDIAS  HAMAMELIS  SAUCO GEL 35 GR ,1.0,2022-01-05,14,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,2.0,2022-01-06,14,2.0
220,DEXAMETASONA  CLORFENAMINA TABLETAS 12 PZ DEXCLOR,1.0,2022-01-06,14,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-06,14,3.0
433,KETOROLACO TABLETAS 10 MG 10 PZ,3.0,2022-01-06,14,3.0
484,MELOXICAM TABLETAS 075 MG 20 PCS AURICAM,1.0,2022-01-06,14,1.0
5,ACICLOVIR TABLETAS 200 MG 25 PZ MACLOV,2.0,2022-01-06,14,2.0
553,NAPROXENO TABLETAS 500 MG 10 PCS BRUPOXEN,2.0,2022-01-06,14,2.0
9014,DANIC  ÁCIDO ASCÓRBICO  VITAMINA C  90 TABLETAS MASTICABLES  SABOR CEREZA,1.0,2022-01-06,14,1.0
176,CLINDAMICINA CAPSULAS 300 MG 16 PZ INDACIL,2.0,2022-01-07,14,2.0
250,ALGESTONA  ESTRADIOL SOLUCION INYECTABLE 150MG10MG PERLUDIL,1.0,2022-01-07,14,1.0
409,JERINGA 03 ML PEDIATRICA AZUL PLASTICO DESECHABLE,1.0,2022-01-07,14,1.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,1.0,2022-01-07,14,1.0
9168,DIBENEL  VITAMINAS  ANTIOXIDANTES  MINERALES  OMEGA 3 30 CÁPSULAS DE 094 G CU,1.0,2022-01-07,14,1.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,1.0,2022-01-08,14,1.0
433,KETOROLACO TABLETAS 10 MG 10 PZ,3.0,2022-01-08,14,3.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,1.0,2022-01-08,14,1.0
529,SILDENAFIL TABLETAS 050 MG 04 PCS FIGRAL,1.0,2022-01-08,14,1.0
545,NAPROXENO SÓDICO TABLETAS 275 MG 20 PCS BIXEN,1.0,2022-01-08,14,1.0
63,AMPICILINA SUSPENSION 250 ML MEXAPIN,8.0,2022-01-08,14,2.0
67,BUTILHIOSCINA  IBUPROFENO TABLETAS 20 MG 400 MG 10 PZ ESPADIVA,1.0,2022-01-08,14,1.0
803,SILDENAFIL 100 M C10,1.0,2022-01-08,14,1.0
9385,HEMOFLAM  CASTAÑO DE INDIAS  HAMAMELIS  SAUCO GEL 35 GR ,1.0,2022-01-08,14,1.0
115,BUTILHIOSCINA  METAMIZOL TABLETAS 250 MG 10 PZ HIOSCINA  SÓDICO,1.0,2022-01-09,14,1.0
223,DEXTROMETORFANO  GUAIFENESINA JARABE ADULTO 120 ML DEBEQUIN C,1.0,2022-01-09,14,1.0
285,GUAIFENESINA  FENILEFRINA  DEXTROMETORFANO PEDIÁTRICO GOTAS 30ML 50G025G050G EXALVER R,1.0,2022-01-09,14,1.0
520,SILDENAFIL TABLETAS 100 MG 04 PCS FIGRAL,1.0,2022-01-09,14,1.0
