CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
5,ACICLOVIR TABLETAS 200 MG 25 PZ MACLOV,1.0,2022-01-01,21,1.0
597,PANCREATINA  SALES BILIARES GRAGEAS 30 PZ DIXIFLEN,1.0,2022-01-03,21,1.0
9042,TÉ 7 AZAHARES 36 G  36 SOBRES DE 1 G CU FLOR DE TILA  PASIFLORA  VALERIANA  TORONJIL  ZAPOTE BLANCO  FLOR DE AZAHAR  TÉ LIMÓN  CIDRA,1.0,2022-01-05,21,1.0
6,ACICLOVIR TABLETAS 400 MG 35 PZ MACLOV,1.0,2022-01-06,21,1.0
70,AMPICILINA FRASCO Y AMPOLLETA INFANTIL 250 MG 3 PZ AMPIGRIN,1.0,2022-01-06,21,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-06,21,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-07,21,1.0
9025,CKIDS  VITAMINA C  PÉTALOS DE ROSA  EQUINÁCEA 30 TABLETAS MASTICABLES 800 MG CU ,1.0,2022-01-08,21,1.0
6,ACICLOVIR TABLETAS 400 MG 35 PZ MACLOV,1.0,2022-01-09,21,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-11,21,1.0
9765,ALMOHADILLA DE GEL UNITALLA,1.0,2022-01-11,21,1.0
9032,COLÁGENO HIDROLIZADO BLUE BERRY VITAMINA E  EXTRACTO  OMEGA 369  HIERRO 1100 KG,1.0,2022-01-12,21,1.0
9041,TÉ DE TILA 36 G  36 SOBRES DE 1 G CU ,1.0,2022-01-13,21,1.0
9515,MULTIVITAMÍNICO CAPSULAS CURCUMA,1.0,2022-01-14,21,1.0
6,ACICLOVIR TABLETAS 400 MG 35 PZ MACLOV,1.0,2022-01-15,21,1.0
90,AZITROMICINA SUSPENSIÓN 200 MG  5ML SICALAN,1.0,2022-01-15,21,1.0
9051,ALOE VERA DE 1LT,2.0,2022-01-15,21,2.0
164,CEFTRIAXONA SOLUCIÓN INYECTABLE 500 MG TRIXONA IM,2.0,2022-01-16,21,2.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,8.0,2022-01-18,21,2.0
870,TESTALINK SOLUCION SPRAY 125 ML,1.0,2022-01-21,21,1.0
5,ACICLOVIR TABLETAS 200 MG 25 PZ MACLOV,1.0,2022-01-22,21,1.0
70,AMPICILINA FRASCO Y AMPOLLETA INFANTIL 250 MG 3 PZ AMPIGRIN,1.0,2022-01-23,21,1.0
9147,CARNITINA 500  DIÓXIDO DE SILICIO  ESTEARATO DE MAGNESIO  GLICOLATO SÓDICO DE ALMIDÓN 30 CÁPSULAS  850 MG CU,1.0,2022-01-24,21,1.0
9791,SUPRA  ACIDO HIALURONICO AOX FRUTOS ROJOS  11 KG,1.0,2022-01-24,21,1.0
9162,CHICLES FLAVONO  GOMA BASE  TÉ VERDE 5 ,1.0,2022-01-26,21,1.0
178,CLONIXINATO DE LISINA TABLETAS 125 MG 10 PZ,1.0,2022-01-27,21,1.0
345,GENTAMICINA AMPOLLETAS 160 MG 2 ML 5 PZ,1.0,2022-01-27,21,1.0
610,NEOMICINA  GRAMICIDINA  POLIMIXINA B FRASCO GOTERO 15 ML,1.0,2022-01-29,21,1.0
9160,CHICLES CAFÉ  GOMA BASE  5,2.0,2022-01-31,21,2.0
9790,VITAMINA C 300MG FCO C60 TAB,1.0,2022-02-01,21,1.0
9798,UBA BIO VITAMINA C Y PROPOLEO,1.0,2022-02-02,21,1.0
160,CEFOTEXIMA 500MG INYECTABLE,1.0,2022-02-03,21,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-02-03,21,1.0
881,SITOGRIX JARABE 120 ML,1.0,2022-02-04,21,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-02-06,21,1.0
9160,CHICLES CAFÉ  GOMA BASE  5,1.0,2022-02-06,21,1.0
9162,CHICLES FLAVONO  GOMA BASE  TÉ VERDE 5 ,1.0,2022-02-06,21,1.0
9765,ALMOHADILLA DE GEL UNITALLA,1.0,2022-02-08,21,1.0
251,DIMENHIDRINATO GOTAS INFANTIL CON 15ML VOMISIN,1.0,2022-02-09,21,1.0
6,ACICLOVIR TABLETAS 400 MG 35 PZ MACLOV,1.0,2022-02-09,21,1.0
