CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-01,7,1.0
772,ELECTROLITOS ORALES SABOR COCO,9.0,2022-01-01,7,3.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-01,7,1.0
S011,AGUA CIEL 1.5 LT ,2.0,2022-01-01,7,2.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-01,7,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-01,7,1.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-02,7,1.0
S011,AGUA CIEL 1.5 LT ,1.0,2022-01-02,7,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-02,7,2.0
529,SILDENAFIL TABLETAS 050 MG 04 PCS FIGRAL,1.0,2022-01-03,7,1.0
603,PARACETAMOL SUPOSITORIOS 300 MG PANOFEN,1.0,2022-01-03,7,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-03,7,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,2.0,2022-01-03,7,2.0
776,ELECTROLITOS ORALES SABOR JAMAICA,9.0,2022-01-03,7,3.0
9043,TÉ VERDE  25 BOLSAS,1.0,2022-01-03,7,1.0
S011,AGUA CIEL 1.5 LT ,4.0,2022-01-03,7,4.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-03,7,1.0
S036,SPRITE 500 ML NR,1.0,2022-01-03,7,1.0
344,FELODIPINO TABLETAS 5 MG 20 PZ DYLOFEN RETARD,1.0,2022-01-04,7,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-04,7,1.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,1.0,2022-01-04,7,1.0
S011,AGUA CIEL 1.5 LT ,3.0,2022-01-04,7,3.0
S014,COCACOLA 355 ML NRP,3.0,2022-01-04,7,3.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-04,7,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-05,7,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-05,7,1.0
827,GEL ANTIBACTERIAL  DE 60 ML,1.0,2022-01-05,7,1.0
S009,AGUA CIEL 600 ML,4.0,2022-01-05,7,4.0
S010,AGUA CIEL 1.0 LT,2.0,2022-01-05,7,2.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-05,7,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-06,7,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,8.0,2022-01-06,7,2.0
S009,AGUA CIEL 600 ML,1.0,2022-01-06,7,1.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-06,7,1.0
S014,COCACOLA 355 ML NRP,1.0,2022-01-06,7,1.0
S028,COCACOLA 450 ML NR PET,3.0,2022-01-06,7,3.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-06,7,1.0
772,ELECTROLITOS ORALES SABOR COCO,8.0,2022-01-07,7,2.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-07,7,1.0
S009,AGUA CIEL 600 ML,2.0,2022-01-07,7,2.0
S010,AGUA CIEL 1.0 LT,1.0,2022-01-07,7,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-07,7,2.0
S027,DEL VALLE DZNO 413 ML NRV 413 ML ,1.0,2022-01-07,7,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-08,7,2.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-08,7,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,2.0,2022-01-08,7,2.0
779,ELECTROLITOS ORALES SABOR LIMA LIMON,1.0,2022-01-08,7,1.0
S009,AGUA CIEL 600 ML,1.0,2022-01-08,7,1.0
S014,COCACOLA 355 ML NRP,2.0,2022-01-08,7,2.0
S028,COCACOLA 450 ML NR PET,1.0,2022-01-08,7,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-08,7,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-09,7,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-09,7,1.0
S009,AGUA CIEL 600 ML,5.0,2022-01-09,7,5.0
S028,COCACOLA 450 ML NR PET,2.0,2022-01-09,7,2.0
S029,FANTA NARANJA 500ML,1.0,2022-01-09,7,1.0
S037,DEL VALLE MZA 413ML NRV JUGO 413ML,1.0,2022-01-09,7,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-10,7,1.0
