CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,6.0,2022-01-01,31,6.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-01,31,1.0
585,OMEPRAZOL CAPSULAS 20 MG 028 PZ,1.0,2022-01-01,31,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,8.0,2022-01-01,31,2.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-01,31,1.0
9049,"MAX ENERGY  GUARANÁ  TÉ VERDE  TAURINA  JALEA REAL  GINKGO BILOBA  VITAMINA B3, B2, B1, B6, B12 15 CÁPSULAS 500MG",1.0,2022-01-01,31,1.0
9078,COLÁGENO HIDROLIZADO NARANJA  VITAMINA E  EXTRACTO  OMEGA 369  HIERRO  CALCIO 1100 KG,1.0,2022-01-01,31,1.0
9487,MONARFIBER SALVADO DE TRIGO  LINAZA POLVO,1.0,2022-01-01,31,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-02,31,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,2.0,2022-01-02,31,2.0
776,ELECTROLITOS ORALES SABOR JAMAICA,9.0,2022-01-02,31,3.0
9025,CKIDS  VITAMINA C  PÉTALOS DE ROSA  EQUINÁCEA 30 TABLETAS MASTICABLES 800 MG CU ,1.0,2022-01-02,31,1.0
9030,VITREX G  LECITINA DE SOYA  VITAMINAS  MINERALES 30 CÁPSULAS DE 145 G CU ,1.0,2022-01-02,31,1.0
9487,MONARFIBER SALVADO DE TRIGO  LINAZA POLVO,1.0,2022-01-02,31,1.0
185,CLORFENAMINA TABLETAS 4 MG 20 PZ DOCSI,1.0,2022-01-03,31,1.0
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,1.0,2022-01-03,31,1.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-03,31,3.0
578,OMEPRAZOL CAPSULAS 20 MG 007 PCS AGRIXAL,1.0,2022-01-03,31,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-03,31,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-03,31,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-03,31,1.0
776,ELECTROLITOS ORALES SABOR JAMAICA,1.0,2022-01-03,31,1.0
9030,VITREX G  LECITINA DE SOYA  VITAMINAS  MINERALES 30 CÁPSULAS DE 145 G CU ,1.0,2022-01-03,31,1.0
9146,SHARKY CAPS  CARTÍLAGO DE TIBURÓN 60 CÁPSULAS  850 MG CU,1.0,2022-01-03,31,1.0
185,CLORFENAMINA TABLETAS 4 MG 20 PZ DOCSI,1.0,2022-01-04,31,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,2.0,2022-01-04,31,2.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,3.0,2022-01-04,31,3.0
585,OMEPRAZOL CAPSULAS 20 MG 028 PZ,1.0,2022-01-04,31,1.0
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,1.0,2022-01-04,31,1.0
770,ELECTROLITOS ORALES SABOR FRESA,17.0,2022-01-04,31,5.0
771,ELECTROLITOS ORALES SABOR MANZANA,1.0,2022-01-04,31,1.0
773,ELECTROLITOS ORALES SABOR NARANJA MANDARINA,1.0,2022-01-04,31,1.0
9111,COLÁGENO HIDROLIZADO  VITAMINA C 60 TABLETAS  700 MG CU,1.0,2022-01-04,31,1.0
412,JERINGA INSULINA 100 UNIDADES PLÁSTICO DESECHABLE,25.0,2022-01-05,31,25.0
591,OMEPRAZOL CAPSULAS 20 MG 014 PZ CENUL,1.0,2022-01-05,31,1.0
687,FURAZOLIDONA  DIYODOHIDROXIQUINOLEÍNA  CAOLÍN  PECTINA  METILBROMURO DE HOMATROPINA SUSPENSIÓN 120 ML DIALGIN,1.0,2022-01-05,31,1.0
770,ELECTROLITOS ORALES SABOR FRESA,64.0,2022-01-05,31,4.0
772,ELECTROLITOS ORALES SABOR COCO,2.0,2022-01-05,31,2.0
9783,SUPRA CELL COLAGENO GRANADA Y ZARZAMORA,1.0,2022-01-05,31,1.0
408,JERINGA 10 ML VERDE PLÁSTICO DESECHABLE,1.0,2022-01-06,31,1.0
345,GENTAMICINA AMPOLLETAS 160 MG 2 ML 5 PZ,1.0,2022-01-07,31,1.0
400,ISOCONAZOL TUBO 20 GR 1 GR  100 GR ANDRONAZOL,1.0,2022-01-07,31,1.0
772,ELECTROLITOS ORALES SABOR COCO,16.0,2022-01-07,31,4.0
9146,SHARKY CAPS  CARTÍLAGO DE TIBURÓN 60 CÁPSULAS  850 MG CU,1.0,2022-01-07,31,1.0
9182,DIET VITAL SABOR VAINILLA 500 G  0% AZUCAR ,1.0,2022-01-07,31,1.0
9385,HEMOFLAM  CASTAÑO DE INDIAS  HAMAMELIS  SAUCO GEL 35 GR ,1.0,2022-01-07,31,1.0
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,1.0,2022-01-08,31,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-08,31,1.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-08,31,1.0
794,MULTIAPLICADORES ALGODÓN 100 PZ,1.0,2022-01-08,31,1.0
9363,GERAMIN ELIXIR JALEA REAL  VITAMINAS  MINERALES ELIXIR 340 ML ,1.0,2022-01-08,31,1.0
585,OMEPRAZOL CAPSULAS 20 MG 028 PZ,3.0,2022-01-09,31,3.0
772,ELECTROLITOS ORALES SABOR COCO,1.0,2022-01-09,31,1.0
184,CLORFENAMINA JARABE BLENDOX,1.0,2022-01-10,31,1.0
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,2.0,2022-01-10,31,2.0
9181,DIET VITAL SABOR CHOCOLATE 500 G  0% AZUCAR ,1.0,2022-01-10,31,1.0
9347,URBADOL PLUS  CONDOITRINA  COLÁGENO HIDROLIZADO 60 TABLETAS DE 500 MG ,3.0,2022-01-10,31,3.0
9718,DERMASUN 100  BLOQUEADOR SOLAR FRASCO DE 150ML,1.0,2022-01-10,31,1.0
9796,BIOGRICIN VITAMINA C,1.0,2022-01-10,31,1.0
185,CLORFENAMINA TABLETAS 4 MG 20 PZ DOCSI,1.0,2022-01-11,31,1.0
186,CLORFENAMINA  PARACETAMOL  CAFEÍNA TABLETAS 500 MG 10 PZ KY6,4.0,2022-01-11,31,4.0
413,JERINGA 03 ML VERDE PLÁSTICO DESECHABLE,6.0,2022-01-11,31,6.0
