CodigoArticulo,DescripcionArticulo,TotalVendido,FechaVenta,Sucursal,InventarioMovimiento
521,SILDENAFIL TABLETAS 100 MG 01 PCS FIGRAL,1.0,2022-01-01,28,1.0
774,ELECTROLITOS ORALES SABOR FRESA KIWI,1.0,2022-01-01,28,1.0
777,ELECTROLITOS ORALES SABOR MORA AZUL,1.0,2022-01-01,28,1.0
411,JERINGA 05 ML NEGRA PLÁSTICO DESECHABLE,1.0,2022-01-02,28,1.0
438,KETOROLACO SUBLINGUAL TABLETAS 30 G 6 PZ MAVIDOL SL,2.0,2022-01-02,28,2.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,1.0,2022-01-02,28,1.0
9086,MAX BURNER FORTE  LCARNITINA TARTRATO  HOODIA GORDONNI  PSYLLIUM PLANTAGO  INOSITOL  GARCINIA CAMBOGIA  TABLETAS 500 MG 30 PZ,1.0,2022-01-02,28,1.0
9160,CHICLES CAFÉ  GOMA BASE  5,2.0,2022-01-02,28,2.0
9810,POWER MAN 1 TABLETA DE 500 MG,1.0,2022-01-02,28,1.0
202,MONTELUKAST COMPRIMIDOS 05 MG 30 PCS INHALST,1.0,2022-01-03,28,1.0
630,PREDNISONA 20MG C30 TABLETAS,1.0,2022-01-03,28,1.0
691,ELECTROLITOS ORALES SABOR DURAZNO 500 ML SOLURAL,1.0,2022-01-03,28,1.0
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,1.0,2022-01-03,28,1.0
770,ELECTROLITOS ORALES SABOR FRESA,1.0,2022-01-03,28,1.0
771,ELECTROLITOS ORALES SABOR MANZANA,2.0,2022-01-03,28,2.0
778,ELECTROLITOS ORALES SABOR PIÑA,1.0,2022-01-03,28,1.0
827,GEL ANTIBACTERIAL  DE 60 ML,1.0,2022-01-03,28,1.0
93,AMOXICILINA  ÁCIDO CLAVULÁNICO 12 HR SUSPENSIÓN 600MG 50ML CLAMOXIN,2.0,2022-01-03,28,2.0
9796,BIOGRICIN VITAMINA C,1.0,2022-01-03,28,1.0
410,JERINGA 03 ML NEGRA PLÁSTICO DESECHABLE,6.0,2022-01-04,28,6.0
486,CLORURO DE BENZALCONIO 40 ML 0133 G MERTODOL BLANCO,1.0,2022-01-04,28,1.0
530,SILDENAFIL TABLETAS 050 MG 01 PCS FIGRAL,2.0,2022-01-04,28,2.0
707,ELECTROLITOS ORALES SABOR NARANJAMANDARINA 500 ML SOLURAL,2.0,2022-01-04,28,2.0
